feature,class_label,class_number
"[-6.21011841e+02  1.17692482e+02 -3.08717346e+01 -2.91306114e+00
  8.23046780e+00 -1.62071192e+00 -4.65919733e+00  9.48265076e-01
 -1.21131525e+01 -7.81506062e+00 -2.31394243e+00 -1.11008091e+01
 -2.78491378e+00 -3.58745170e+00 -3.83442092e+00 -1.74314117e+00
  6.16109562e+00  4.65249062e+00 -2.01542330e+00  3.67239118e+00
  2.23997736e+00  4.93282467e-01 -7.21269190e-01  1.71847951e+00
 -7.15099275e-01 -2.04619622e+00  6.81675196e-01 -2.42127991e+00
 -1.40753269e+00 -3.06739831e+00 -1.79709947e+00 -1.56167686e+00
 -2.53457499e+00 -4.45988417e-01 -1.05531728e+00 -2.07678890e+00
 -3.04110026e+00  1.57469481e-01 -1.52629697e+00 -2.55675817e+00]",dowoo,2
"[-6.1308325e+02  1.1441299e+02 -3.9414429e+01  8.5438118e+00
  1.9236939e+00  1.6189890e+00 -3.1090477e+00 -7.1269670e+00
 -1.2787279e+01 -7.4734182e+00 -7.7522626e+00 -1.0832918e+01
 -5.7457507e-01 -6.0353537e+00 -3.5050899e-01 -7.9304790e-01
  4.9912438e+00  4.9445348e+00 -2.3281376e+00  3.6247890e+00
  1.3712744e+00  1.7340791e+00  9.6328598e-01  3.5298641e+00
  2.1548219e-01 -1.6101097e+00  8.5022974e-01 -1.7650946e+00
  6.2549114e-02 -1.8472477e+00 -4.8000512e-01 -2.2296984e+00
 -1.8473890e+00 -5.8706838e-01 -2.9981835e+00 -1.9009478e+00
 -2.5325935e+00 -4.3902934e-01 -1.7529519e+00 -1.3138399e+00]",dowoo,2
"[-5.7493756e+02  1.2418333e+02 -5.1049561e+01 -2.5072088e+00
 -5.4181414e+00 -8.2403708e+00 -2.2837653e+00 -1.0063776e+01
 -1.2838543e+01 -7.6363878e+00 -8.4113941e+00 -6.2935209e+00
 -6.3612485e-01 -4.7674527e+00  3.9776099e-01 -2.4018512e+00
  3.7206662e+00  4.8552537e+00 -3.6879146e+00  2.8141136e+00
  2.5114288e+00  1.3805791e+00  1.9166192e+00  2.9454262e+00
 -2.9232329e-01 -9.4402540e-01  9.6208102e-01 -2.3159907e+00
 -7.6413089e-01 -2.5820413e+00 -3.0901768e+00 -2.8879387e+00
 -1.3761137e+00  2.7242818e-01 -1.2564032e+00 -8.4406632e-01
 -1.8775579e+00  2.2111867e-01 -9.9507415e-01 -1.7051378e+00]",dowoo,2
"[-6.0402484e+02  1.0345668e+02 -3.9321358e+01 -5.1486015e-01
  9.7805252e+00 -4.9573188e+00 -5.1021214e+00 -6.1397724e+00
 -9.9818783e+00 -1.0876438e+01 -1.1528086e+01 -7.6010609e+00
 -3.1532919e+00 -4.6662703e+00 -5.7524139e-01 -1.2744031e+00
  4.3211370e+00  5.6547537e+00 -2.0368626e+00  7.0517278e-01
  5.9369951e-01 -9.1511726e-01  1.2531292e-02  1.8977667e+00
  2.5059062e-01 -1.3489232e+00  7.4922734e-01  6.6309357e-01
  2.2914518e-01 -1.9421463e+00 -1.3189210e+00 -1.8427248e+00
 -1.9146296e+00 -5.0183064e-01 -1.9552860e+00 -1.4309644e+00
 -1.9320741e+00 -8.4800404e-01 -1.3578556e+00 -1.6607509e+00]",dowoo,2
"[-4.8877948e+02  7.6377953e+01 -5.7842274e+01  2.5867819e+01
 -3.4910255e+01  1.9787844e+01 -3.7223110e+00  2.0189331e+00
 -3.9245768e+00 -1.1548018e+01 -4.4927387e+00 -1.5309052e+01
  2.8496256e+00 -3.9208858e+00  2.5946558e+00 -4.2172513e+00
  2.4064198e+00 -1.6275035e+00 -3.7443695e+00  3.4340217e+00
 -3.8675714e+00  3.1736407e+00  7.2770798e-01 -4.1397032e-01
 -9.2248821e-01  5.3486347e+00 -2.2088687e-01  2.2813225e+00
  5.1286693e+00 -8.1239957e-01  2.2919507e+00 -3.3594575e+00
  3.6304295e-01 -2.3903210e+00 -7.0988774e-01 -1.6882948e+00
 -4.0119252e+00  3.2622200e-01 -1.1006832e+00  1.6874030e+00]",dowoo,2
"[-5.1475702e+02  8.5634186e+01 -7.3637894e+01  5.1012943e+01
 -4.7760723e+01  3.5144855e+01 -1.0063449e+01  1.4005912e+01
 -4.9593687e+00 -4.3708100e+00  2.7272196e+00 -1.7021105e+01
  5.4391656e+00 -3.5453997e+00  6.5689001e+00 -8.0326262e+00
  7.4276786e+00 -7.3441553e+00 -2.5362880e+00  3.3938899e+00
 -3.6742787e+00  1.6237882e+00 -1.5762055e+00 -5.8873314e-01
 -8.2407179e+00  1.0440248e+01 -2.2900355e+00  1.5144078e+00
  4.5348516e+00 -2.5869131e+00  4.3916181e-02 -2.3200169e+00
  2.9398558e+00 -5.3737435e+00  2.1052310e+00 -1.8316643e+00
 -4.8622541e+00  2.7557379e-01  1.0784401e+00 -5.0636619e-02]",dowoo,2
"[-5.1921240e+02  9.3668098e+01 -8.0169281e+01  5.5578632e+01
 -4.6044724e+01  3.7937801e+01 -1.4867880e+01  1.5866070e+01
 -5.9567389e+00 -1.3826262e+00  3.4302468e+00 -1.2702671e+01
  5.3383608e+00 -5.5370188e+00  1.2345474e+01 -9.7688475e+00
  9.8051872e+00 -3.5621681e+00 -7.4678653e-01 -4.5917827e-01
 -5.5449338e+00  3.2591395e+00 -3.1712618e+00  2.6877179e+00
 -5.0842848e+00  6.5982494e+00 -2.3450577e+00  2.2480674e+00
  9.4077998e-01 -1.6884065e-01  6.9543320e-01 -2.3705666e+00
  1.5129818e+00 -5.2115383e+00  2.5604932e+00 -4.5234122e+00
 -2.5889075e+00 -5.9124714e-01  3.6211932e-01  1.3054551e+00]",dowoo,2
"[-4.4878522e+02  7.5089317e+01 -7.3957069e+01  3.9585930e+01
 -7.6495399e+01  3.1613646e+01 -4.2564720e+01  1.7134241e+01
 -1.2778891e+01 -4.6865807e+00  2.4746535e+00 -1.2043720e+01
  1.0289654e+01 -1.8609566e+01  1.3345921e+01 -1.3576930e+01
  3.5408931e+00 -7.0473452e+00 -1.7777189e+00 -2.4006472e+00
 -8.6265202e+00  3.7321017e+00 -1.0026210e+01  4.8141593e-01
 -5.0564337e+00  2.0525812e-01 -6.9577112e+00  1.4784515e+00
 -2.7252858e+00 -1.8479118e+00  1.5075215e+00 -2.5969377e+00
  1.6099944e+00 -4.7115579e+00  1.0082268e+00 -3.3157129e+00
  6.6164553e-01 -3.2882786e+00  8.7704614e-02 -8.5726601e-01]",dowoo,2
"[-4.4171790e+02  7.2146255e+01 -7.7455322e+01  3.8383148e+01
 -7.5669754e+01  3.0352043e+01 -3.7742664e+01  1.0777103e+01
 -8.4760637e+00 -3.5222366e+00 -5.0274593e-01 -9.4820433e+00
  9.3250952e+00 -1.7646906e+01  1.5537418e+01 -1.4620743e+01
  5.3084550e+00 -4.6421938e+00 -3.8203647e+00 -4.0884224e-01
 -8.8553419e+00  4.2196679e+00 -8.7142859e+00 -3.3790367e-03
 -4.9776082e+00  1.6553665e+00 -7.1478806e+00  4.0159163e-01
 -9.5839971e-01 -2.8459704e+00  1.9640031e+00 -2.5383625e+00
  1.9623021e+00 -4.3605504e+00  9.6484631e-01 -3.2627115e+00
  8.0523854e-01 -2.7005470e+00 -9.8343515e-01  3.6700457e-01]",dowoo,2
"[-4.4900076e+02  8.3713722e+01 -6.8178246e+01  2.9227470e+01
 -6.3183308e+01  2.7313787e+01 -3.5872559e+01  1.5717894e+01
 -1.0230039e+01 -4.4140589e-01  1.6459594e+00 -1.0966881e+01
  1.2189045e+01 -1.6062380e+01  1.1698019e+01 -1.1304608e+01
  4.6482701e+00 -5.9785604e+00 -1.7396460e+00 -8.2537901e-01
 -6.3522258e+00  3.1335099e+00 -9.4365435e+00  3.6531136e+00
 -6.1319704e+00  2.0981534e+00 -3.8601155e+00 -4.9626645e-01
 -1.1995782e+00 -2.4296360e+00  2.0403979e+00 -3.2788384e+00
  1.7469250e+00 -3.5830352e+00 -5.8877386e-02 -3.6986079e+00
  1.0864080e+00 -1.7739533e+00 -1.0599620e+00  3.2536620e-01]",dowoo,2
"[-4.63184052e+02  3.44266586e+01 -1.24365585e+02  3.47791100e+01
 -1.14128494e+01  9.34210110e+00  1.17323923e+01 -5.81557608e+00
 -5.26131773e+00  1.73301589e+00  9.86967161e-02 -9.45301712e-01
  1.25942621e+01 -1.37377367e+01 -5.42378235e+00  4.30670261e+00
  3.74749959e-01  1.83946228e+00  4.76103961e-01  1.80090225e+00
 -1.90633565e-01 -1.38306630e+00 -3.56973386e+00  3.43957162e+00
 -2.20165205e+00 -1.65655136e+00  1.83552015e+00 -2.01331878e+00
  1.32555306e+00 -1.84240294e+00 -4.62011427e-01  1.09971249e+00
  1.29296672e+00  1.52542460e+00 -2.89444439e-02 -9.10954535e-01
 -7.31119692e-01  5.18803954e-01 -1.37013447e+00 -6.28813565e-01]",dowoo,2
"[-5.2063257e+02  8.9228218e+01 -1.3208545e+02  4.1649609e+01
 -2.9330893e+01  1.7072826e+01  7.0860562e+00  4.0518360e+00
 -1.3608102e+01 -2.0734763e+00  2.1641874e-01 -2.2156487e+00
  1.0286910e+01 -1.6202551e+01  6.0281291e+00 -4.9099202e+00
  1.7692559e+00  1.5615404e+00 -1.9076270e+00  3.0874300e-01
 -1.6194954e+00  3.2180340e+00 -3.0682008e+00  3.6757910e+00
 -4.2518849e+00  4.1743493e+00 -5.3631926e-01 -5.6842619e-01
  3.7036691e+00 -2.0513282e+00  2.3269897e+00 -1.1220936e+00
  1.2102276e+00  1.3846287e+00  2.7900183e+00 -4.2064204e+00
 -8.7899454e-02  8.2000530e-01 -4.0539594e+00  1.1674637e+00]",dowoo,2
"[-5.0296750e+02  6.9789101e+01 -1.3063591e+02  3.9280674e+01
 -1.7589003e+01  8.7122688e+00  1.1504589e+01 -1.5971577e-03
 -1.2345075e+01  2.4204993e+00  1.6180943e+00 -1.0677248e+00
  1.2763853e+01 -1.2767914e+01  4.7707391e+00 -1.2729745e+00
  3.0302957e-01  3.1514413e+00 -1.5860188e+00  1.0985024e+00
 -1.3763350e+00  1.9150270e+00 -4.1361461e+00  1.8331931e+00
 -2.1471951e+00  1.4590061e+00 -1.5729034e+00 -1.9759917e+00
  2.6189737e+00 -4.1369200e+00  5.8178461e-01 -7.1815103e-01
  1.9561383e-01  1.1759151e+00  1.0102972e+00 -4.0385857e+00
  2.9501218e-01  1.9279307e+00 -4.3745403e+00  2.0226471e+00]",dowoo,2
"[-5.04628571e+02  6.15791740e+01 -1.19867332e+02  3.53974228e+01
 -8.96448708e+00  1.58029962e+00  1.63398609e+01  1.50630355e+00
 -1.10806398e+01 -8.72986615e-01 -1.60998571e+00 -4.14292186e-01
  1.21798258e+01 -1.16703339e+01  2.12927103e+00  2.83033162e-01
 -1.75070119e+00  4.24891090e+00 -2.72373176e+00  1.69451845e+00
  1.09486759e+00  8.26049805e-01 -8.05655658e-01  7.40840018e-01
 -1.30541027e+00  3.32568407e+00 -3.25086266e-01  1.13909945e-01
  5.10976028e+00 -1.64612985e+00  1.94882727e+00  3.28401685e-01
  4.20668989e-01  1.77021599e+00  7.02546239e-01 -3.73892951e+00
 -1.76954734e+00  1.26462090e+00 -4.17281199e+00  1.24323499e+00]",dowoo,2
"[-5.0946426e+02  5.5470936e+01 -1.0467665e+02  2.4237078e+01
 -1.4683006e+01  7.9200339e+00  2.1478350e+01 -7.6614051e+00
 -8.1686554e+00 -2.9417033e+00 -1.1521292e+00  4.1776762e+00
  6.1942492e+00 -7.2989163e+00  2.2769344e+00  8.0180895e-03
  3.0524349e+00  4.1813521e+00 -4.0091470e-02  5.9969492e+00
 -2.1096141e+00  1.0657886e+00  6.1484778e-01 -1.4416287e+00
  1.5034370e+00 -1.4601914e-02 -9.7411501e-01  7.8585976e-01
  4.0501246e-01 -1.6891850e+00  1.9096667e+00 -1.2931476e+00
  9.6659631e-01  1.7610134e+00 -6.5155393e-01  7.6391703e-01
 -1.3127053e+00  6.9406229e-01 -6.8444920e-01  7.7286087e-02]",dowoo,2
"[-6.6046704e+02  8.0119446e+01 -4.9121052e+01  5.8988800e+01
 -3.1519485e+01  1.5847242e+01 -2.7163620e+01  7.0698905e+00
  1.9460258e-01 -1.2694812e+01 -5.5513763e+00 -8.3339701e+00
  7.4891992e+00 -1.9365543e+01  2.8001773e+00 -6.0353065e+00
 -4.5424161e+00 -2.4977422e+00 -4.4510059e+00 -1.8422445e+00
 -3.9125783e+00 -5.0717478e+00 -5.8628135e+00  2.6246395e+00
 -1.3038143e+01  8.5734838e-01 -2.0279210e+00 -6.5615549e+00
 -1.8179559e+00 -2.6453664e+00  9.0694088e-01 -3.6171417e+00
  1.3912909e+00 -3.3060744e+00  2.7336044e+00 -4.3132048e+00
 -3.0050125e+00  2.7846551e+00 -4.7504544e+00  6.4074731e-01]",dowoo,2
"[-6.2515912e+02  9.8329628e+01 -5.1913078e+01  6.3449944e+01
 -3.6232300e+01  1.0584996e+01 -2.0882217e+01  1.9711026e+00
 -4.2110310e+00 -1.6545593e+01 -1.0484172e+01 -3.1462398e+00
 -1.5504278e+00 -2.3246019e+01  9.5304918e+00 -1.4510386e+01
 -6.5766702e+00 -3.8462421e-01 -8.1229153e+00 -7.9956520e-01
 -9.2959433e+00 -2.0362682e+00 -1.2052064e+00 -7.5730104e+00
 -5.8493323e+00  5.8709493e+00 -8.5977554e+00 -3.8251045e+00
  9.8285365e-01 -2.6434817e+00  2.0603273e+00 -3.5274785e+00
  1.4291984e+00  2.5511390e-01 -4.1560249e+00 -3.2028186e+00
  1.5620677e+00 -6.0897007e+00 -2.3448656e+00  1.0143547e+00]",dowoo,2
"[-6.3024811e+02  7.9854759e+01 -5.0644226e+01  5.8634758e+01
 -2.1045126e+01  7.0342374e+00 -2.2179363e+01  6.1015692e+00
  1.1173927e-01 -1.6410965e+01 -4.8444657e+00 -1.5785114e+00
 -6.5034099e-02 -1.8332972e+01  6.5110250e+00 -1.0832871e+01
 -5.3018165e+00 -2.2975755e+00 -8.7815456e+00  4.0885322e-02
 -9.4408932e+00 -4.0236278e+00 -3.3350351e+00 -5.0653887e+00
 -7.0665145e+00  1.9461815e-01 -4.6871653e+00 -4.2857242e+00
 -8.1678230e-01 -2.7360232e+00  6.1671603e-01 -4.2402701e+00
 -5.9126306e-01 -1.5638784e+00 -3.6702433e+00 -3.1406021e+00
 -4.0148020e-01 -2.9782667e+00 -1.9273727e+00  1.8334217e-01]",dowoo,2
"[-6.5477124e+02  7.5913605e+01 -3.2857323e+01  5.3742054e+01
 -2.0235111e+01  1.1134448e+01 -1.9200182e+01  5.7279730e+00
  1.7859826e+00 -1.4306669e+01 -7.2826443e+00 -3.7507033e+00
  1.2743136e+00 -1.9358360e+01  4.0821476e+00 -9.5747614e+00
 -6.6510534e+00 -1.8393102e+00 -7.3447595e+00  2.3744749e-02
 -7.8750029e+00 -3.8516290e+00 -2.1485784e+00 -3.5744495e+00
 -8.3902359e+00  9.9360120e-01 -3.4971066e+00 -5.3374319e+00
 -8.4664798e-01 -3.3140552e+00  2.5106609e-01 -3.6859198e+00
 -9.6621001e-01 -1.6265997e+00 -1.8342614e+00 -3.5467267e+00
 -7.2415036e-01 -1.2813157e+00 -2.8601315e+00  1.0154202e+00]",dowoo,2
"[-6.5833636e+02  8.5087723e+01 -3.7652534e+01  6.8232536e+01
 -2.7761475e+01  1.8604719e+01 -2.3734653e+01  7.7962828e+00
  2.9180224e+00 -1.4331046e+01 -8.0015879e+00 -1.8014475e+00
  1.3854371e+00 -2.3731440e+01  7.8314223e+00 -1.2590293e+01
 -6.9902182e+00 -3.2152300e+00 -9.0514736e+00 -6.4628668e-02
 -9.2400074e+00 -3.3881285e+00 -1.1017975e+00 -5.8077202e+00
 -7.3305082e+00  4.2896376e+00 -6.1555910e+00 -3.9564810e+00
 -1.3192945e+00 -3.0795810e+00 -4.0557018e-01 -5.7884994e+00
 -7.3967940e-01 -2.0884674e+00 -3.4166610e+00 -3.8489592e+00
  2.1353893e+00 -3.8832524e+00 -2.3213673e+00  1.4478644e+00]",dowoo,2
"[-6.1707556e+02  1.1175127e+02 -2.1976175e+01  6.3255802e+01
 -1.6934753e+01  2.1159452e+01 -1.3625619e+01  1.7535795e+00
 -2.5997227e-01 -1.6498022e+01 -4.7421484e+00 -9.7165704e-01
 -1.7776055e+00 -1.8932110e+01  4.6423802e+00 -1.4995525e+01
 -6.4507494e+00 -2.8247261e+00 -1.2425858e+01  1.7907147e-01
 -1.2014259e+01 -1.9425131e+00  8.2636887e-01 -9.0761223e+00
 -6.1675220e+00  1.8145939e+00 -4.3841667e+00 -3.3465016e+00
 -2.6660926e+00 -3.6179872e+00  7.4519950e-01 -5.3036404e+00
  6.8689525e-01 -1.3377928e+00 -5.6562977e+00  4.2373994e-01
  5.5149555e-01 -5.0628161e+00  6.9951348e-02  4.5440790e-01]",dowoo,2
"[-4.1515942e+02  1.3338177e+02 -6.4462555e+01  4.3996964e+01
 -6.1719959e+01  1.7094936e+01 -3.0529070e+01  1.3740371e+01
 -9.4728613e+00  3.1641178e+00  3.8374133e+00 -9.2802563e+00
  1.3775745e+01 -1.5625063e+01  8.8625546e+00 -8.9109020e+00
  4.1781287e+00 -4.5083795e+00 -5.0787127e-01  9.6035790e-01
 -1.3700759e+00  2.6027131e+00 -5.5664272e+00  9.5454178e+00
 -5.5743790e+00  2.1955569e+00 -1.3923201e-01  7.3356891e-01
 -1.2467742e+00 -5.5096060e-01  2.2803094e+00 -1.5860907e+00
  2.7020702e+00 -3.2330914e+00  2.9043751e+00 -2.1027305e+00
 -2.8697991e-01 -4.6025410e-01 -1.6238056e-01 -4.2688853e-01]",dowoo,2
"[-4.1879340e+02  1.2330977e+02 -6.5475311e+01  4.3443001e+01
 -5.5237911e+01  2.1638805e+01 -2.8218044e+01  1.1748221e+01
 -9.8789883e+00  4.0400025e-01  2.0252357e+00 -1.0761243e+01
  1.0910391e+01 -1.6758440e+01  8.6984501e+00 -8.5639200e+00
  3.4021053e+00 -4.4499445e+00 -6.3891482e-01  1.9498228e+00
 -1.6591241e+00  2.9508426e+00 -4.9399714e+00  7.7745862e+00
 -6.0095701e+00  2.9703074e+00 -2.7796263e-01  3.2103840e-01
 -4.6867093e-01 -8.1386560e-01  2.3561103e+00 -1.8723599e+00
  2.0709012e+00 -2.9320850e+00  3.4651258e+00 -2.2653193e+00
 -2.1567035e-01  5.0517541e-01 -5.6684941e-01 -4.2826590e-01]",dowoo,2
"[-3.99386688e+02  1.80845779e+02 -2.55396290e+01  2.58470249e+01
 -2.41127472e+01  1.55116005e+01 -1.79646339e+01  7.30207825e+00
  2.47385120e+00 -1.39668961e+01  4.01916218e+00  4.51326907e-01
  7.78235245e+00 -9.84261692e-01  1.20270977e+01 -1.50701582e+00
  7.29878521e+00  6.66709042e+00  7.45640457e-01  8.49574471e+00
 -4.29441977e+00  5.83248436e-01 -4.20315027e+00 -6.18590951e-01
 -3.96883106e+00 -5.61412334e+00 -3.85609806e-01 -1.14126623e+00
 -1.59254515e+00 -2.82548475e+00  2.60905457e+00  5.30775249e-01
  1.43291306e+00 -8.14166427e-01  1.08383644e+00  1.52638447e+00
  8.27907205e-01  4.56946343e-01 -1.66981816e+00  1.76002240e+00]",dowoo,2
"[-4.0267371e+02  1.7360718e+02 -2.2999252e+01  2.5184462e+01
 -2.4585709e+01  1.4102759e+01 -1.8748680e+01  3.3254085e+00
  4.3145905e+00 -1.2977940e+01  6.7649450e+00  5.4861526e+00
  1.1341319e+01  4.9635038e+00  1.5537600e+01 -1.3699030e+00
  5.2736855e+00  3.3367457e+00 -5.1305404e+00  3.1058245e+00
 -1.1618135e+01 -3.2042799e+00 -5.7477756e+00 -3.2016580e+00
 -1.6734996e+00 -6.2100635e+00  1.0428228e-01  6.1222911e-02
 -9.9112505e-01 -2.7625389e+00 -6.7500308e-02 -7.3835212e-01
 -1.4642024e+00 -4.9274006e+00 -3.2846704e+00 -1.2777133e+00
 -1.8788431e+00 -1.3535793e+00 -1.9501492e+00  1.3061177e+00]",dowoo,2
"[-4.3729251e+02  1.9317798e+02 -9.3918297e+01  2.3293743e+01
 -2.1715502e+01 -3.7569118e+01  2.8988071e+01 -2.3781052e+01
 -8.2919436e+00  7.4004164e+00 -2.6845144e+01  8.3644228e+00
  1.1606455e+00 -1.2434814e+01  1.0755558e+01 -1.2158030e+01
 -3.6395411e+00  7.6694136e+00 -1.0685637e+01  5.7091465e+00
  3.9913669e-01 -7.4732709e+00  5.9863997e+00 -4.5479450e+00
  1.6218677e-01  6.4822941e+00 -4.5328040e+00  2.2775660e+00
  9.4053522e-02 -2.9378309e+00  6.6594162e+00 -8.9258295e-01
 -1.9074041e-01  3.4399750e+00 -3.1973603e+00  2.6148608e+00
  3.8628213e-02 -1.8739672e+00  3.4273422e+00 -2.5998054e+00]",dowoo,2
"[-4.8965298e+02  1.3617857e+02 -4.7616383e+01 -1.1273046e+01
  1.5746899e+01  2.7047639e+00 -3.1966400e+01  6.7317820e-01
  7.5263605e+00 -5.8432302e+00 -5.6865458e+00 -1.0660296e+01
  1.3685393e+00 -2.2103815e+00 -1.5548111e+00 -6.9773078e+00
 -1.9052120e+00 -1.4096930e+00 -7.7532282e+00  3.0408797e+00
 -6.9735426e-01 -2.4036188e+00 -2.5454693e+00 -1.4885834e+00
 -2.8784521e+00 -2.3148718e+00  1.1517528e+00 -3.2729065e+00
 -9.0823126e-01 -6.2411952e-01 -3.9828032e-01 -5.8207113e-01
 -2.0443900e+00 -1.8071767e+00 -1.6589005e+00 -7.1735179e-01
 -3.0363011e+00 -1.8669814e+00  7.0293820e-01 -9.0570444e-01]",dowoo,2
"[-5.2949927e+02  1.3929851e+02 -5.2918270e+01  9.7830540e-01
  2.3108820e+01  4.0999408e+00 -3.6972855e+01  4.5081005e+00
  7.9149089e+00 -5.5190144e+00 -1.7174827e+00 -1.1434187e+01
  3.1497827e+00 -6.1966902e-01  8.8443480e-02 -7.3777657e+00
 -1.5256577e+00 -1.1628569e+00 -7.2012353e+00  4.4366064e+00
 -1.4912753e+00 -2.5912685e+00 -2.8877761e+00  1.2127353e+00
 -1.6560091e+00 -3.8863020e+00  2.5352353e-01 -2.0574327e+00
  1.4737955e+00 -1.7611601e+00 -1.8016551e+00 -4.8548377e-01
 -1.2812788e+00 -2.0672760e+00 -1.2335466e+00 -1.1809440e-01
 -3.1620514e+00 -1.4890717e+00 -5.2942747e-01 -1.1642066e+00]",dowoo,2
"[-5.3803998e+02  1.3697157e+02 -4.6679543e+01 -2.7317784e+00
  2.1107342e+01  9.5800362e+00 -3.5744194e+01 -3.2959434e-01
  6.5404763e+00 -4.3290792e+00 -1.7583210e+00 -1.2285409e+01
  8.1527817e-01 -3.0239806e+00  6.1987817e-02 -6.8741064e+00
 -2.9264007e+00 -1.0945959e+00 -6.1585903e+00  2.7416296e+00
 -3.0594592e+00 -3.6685264e-01 -1.2884367e+00 -7.9819673e-01
 -1.7126203e+00 -1.0110724e+00  2.1212580e+00 -3.3634894e+00
 -1.3928248e-01 -1.6917767e-01 -9.4906129e-02 -3.0068302e-01
 -1.0438584e+00 -1.8328540e+00 -1.1666374e+00  2.9125792e-01
 -3.3035457e+00 -2.2293983e+00 -2.6258925e-01 -9.3739063e-01]",dowoo,2
"[-5.4893268e+02  1.3919006e+02 -4.3906109e+01  1.0781386e+01
  1.7674942e+01  9.4644489e+00 -4.0123764e+01  2.7437215e+00
  9.6826830e+00 -4.6922817e+00 -4.0898833e+00 -1.4374680e+01
  1.9820120e+00 -2.9312818e+00  1.2646649e+00 -9.5115232e+00
 -7.2995865e-01  7.5769484e-01 -7.0329342e+00  2.6964915e+00
 -3.4527612e+00 -1.1129152e+00 -2.1809783e+00  2.8177843e+00
 -1.4354599e+00 -2.6753056e+00  2.1095467e+00 -2.2043641e+00
 -4.1080990e-01 -1.4296409e-01  1.8307589e+00 -1.5990336e+00
 -1.1516494e+00 -1.1454015e+00 -8.2231694e-01 -1.5694284e-01
 -3.3602633e+00 -2.4567201e+00 -1.0341009e+00 -2.4738061e-01]",dowoo,2
"[-5.2280249e+02  1.4168425e+02 -5.5364262e+01 -7.7204885e+00
  1.6028795e+01  6.8452091e+00 -3.1223309e+01  2.7615685e+00
  3.1317716e+00 -9.5298166e+00 -4.3595934e+00 -1.2044255e+01
  3.2056859e+00 -1.0212668e+00 -7.0252120e-01 -7.2188325e+00
 -1.3940814e+00 -7.6817566e-01 -6.6409650e+00  3.3178606e+00
 -2.6775796e+00 -1.0819089e+00 -1.8020287e+00 -1.1647140e+00
 -2.8735981e+00 -1.9648421e+00  1.6261775e+00 -3.7896721e+00
  5.4396350e-02  7.2466409e-01  4.3796536e-01 -1.4112037e+00
 -1.8809282e+00 -7.6877308e-01 -6.3750303e-01 -6.4242220e-01
 -3.9034138e+00 -1.8626065e+00 -8.5611470e-02 -9.4809806e-01]",dowoo,2
"[-5.2316614e+02  1.4460208e+02 -5.0795830e+01 -3.7202427e+00
  1.5930566e+01  4.9990678e+00 -3.3747448e+01  1.3106437e+00
  4.2348204e+00 -9.6783190e+00 -6.1951346e+00 -1.1536928e+01
  3.5425582e+00 -3.4021828e+00 -1.4027539e+00 -5.5628881e+00
 -4.6508062e-01 -8.0669063e-01 -5.7889681e+00  4.2190690e+00
 -4.1353269e+00 -2.1252375e+00 -2.0580769e-01 -1.6091093e-01
 -3.5220227e+00 -2.1631079e+00  1.1580182e+00 -5.0267634e+00
 -2.7286500e-01  7.0527643e-01 -3.1397861e-01 -1.9961106e+00
 -9.5553493e-01  2.2816807e-01 -1.8482045e+00 -1.4060386e+00
 -2.2037232e+00 -4.9631453e-01  1.8526655e-02 -1.0234302e+00]",dowoo,2
"[-5.3180634e+02  1.4331436e+02 -3.7262299e+01  1.2541553e+00
  1.4216650e+01  3.9925649e+00 -3.6184330e+01 -2.2960756e+00
  4.6132421e+00 -9.8500566e+00 -8.3185778e+00 -1.1690665e+01
  3.3679669e+00 -5.5331974e+00 -3.1983392e+00 -4.3069482e+00
 -3.3782378e-01 -1.8814023e+00 -6.2586794e+00  2.3237629e+00
 -4.0236244e+00 -1.9459405e+00 -2.9264207e+00 -4.8930907e-01
 -3.2020502e+00 -4.4897661e+00  6.2748724e-01 -4.6075263e+00
 -1.3909661e+00  2.3972753e-01 -3.5376722e-01 -2.0432510e+00
 -1.2067257e+00 -1.0317500e+00 -1.5558764e+00  8.0765647e-01
 -2.3759942e+00 -1.7835244e+00  4.8936611e-01 -1.5019096e+00]",dowoo,2
"[-5.3100439e+02  1.4576192e+02 -3.6295444e+01  6.3006468e+00
  1.8989523e+01  2.5789425e+00 -3.7755226e+01  2.6965299e+00
  7.3247628e+00 -1.0675071e+01 -7.1375680e+00 -1.0870371e+01
  2.4053924e+00 -3.9160767e+00 -7.0502478e-01 -6.7851944e+00
 -2.1418786e+00 -1.1724223e+00 -7.0055823e+00  1.9492005e+00
 -4.3034339e+00 -2.3193190e+00 -2.8008852e+00 -1.2473338e+00
 -2.9981277e+00 -3.0976660e+00  1.1743066e+00 -3.0506783e+00
 -2.4727961e-01 -5.4837167e-01  2.0344213e-01 -1.0736961e+00
 -1.5090292e+00 -2.4838421e-01 -8.5054845e-01 -6.5563816e-01
 -2.9503555e+00 -1.7028562e+00 -4.4174132e-01 -7.8807163e-01]",dowoo,2
